frame,time_sec,x,y,speed,heading_rad,heading_deg,articulation_rad,articulation_deg
24300,24.3,40.5074,21.9913,1.9982,1.3393,76.7370,0.9017,51.6630
24400,24.4,40.5568,22.1849,1.9982,1.3007,74.5243,-0.5254,-30.1049
24500,24.5,40.6020,22.3795,1.9983,1.3890,79.5856,0.9247,52.9824
24600,24.6,40.6423,22.5752,1.9983,1.3441,77.0092,-0.5938,-34.0219
24700,24.7,40.6787,22.7716,1.9984,1.4355,82.2503,0.9414,53.9378
24800,24.8,40.7100,22.9689,1.9984,1.3888,79.5733,-0.6117,-35.0462
24900,24.9,40.7371,23.1668,1.9985,1.4854,85.1086,0.9671,55.4130
25000,25.0,40.7592,23.3654,1.9985,1.4319,82.0398,-0.6772,-38.7998
25100,25.1,40.7776,23.5644,1.9986,1.5301,87.6699,0.9750,55.8646
25200,25.2,40.7911,23.7637,1.9986,1.4736,84.4336,-0.7033,-40.2933
25300,25.3,40.8013,23.9633,1.9986,1.5711,90.0192,0.9713,55.6523
25400,25.4,40.8066,24.1630,1.9987,1.5141,86.7501,-0.7082,-40.5777
25500,25.5,40.8089,24.3628,1.9987,1.6100,92.2466,0.9638,55.2206
25600,25.6,40.8064,24.5627,1.9988,1.5530,88.9796,-0.7079,-40.5587
25700,25.7,40.8010,24.7624,1.9988,1.6479,94.4171,0.9587,54.9295
25800,25.8,40.7911,24.9620,1.9988,1.5902,91.1096,-0.7139,-40.9061
25900,25.9,40.7783,25.1614,1.9989,1.6840,96.4846,0.9532,54.6166
26000,26.0,40.7613,25.3605,1.9989,1.6255,93.1335,-0.7204,-41.2772
26100,26.1,40.7415,25.5594,1.9989,1.7184,98.4562,0.9486,54.3506
26200,26.2,40.7177,25.7578,1.9990,1.6589,95.0459,-0.7291,-41.7738
26300,26.3,40.6915,25.9559,1.9990,1.7509,100.3203,0.9443,54.1016
26400,26.4,40.6614,26.1535,1.9990,1.6903,96.8444,-0.7385,-42.3158
26500,26.5,40.6290,26.3507,1.9990,1.7816,102.0763,0.9404,53.8807
26600,26.6,40.5929,26.5473,1.9991,1.7196,98.5281,-0.7488,-42.9029
26700,26.7,40.5548,26.7434,1.9991,1.8103,103.7223,0.9369,53.6823
26800,26.8,40.5132,26.9390,1.9991,1.7470,100.0979,-0.7594,-43.5095
26900,26.9,40.4698,27.1340,1.9991,1.8371,105.2590,0.9339,53.5069
27000,27.0,40.4232,27.3284,1.9992,1.7725,101.5559,-0.7701,-44.1246
27100,27.1,40.3748,27.5223,1.9992,1.8621,106.6882,0.9312,53.3527
27200,27.2,40.3235,27.7155,1.9992,1.7960,102.9050,-0.7808,-44.7362
27300,27.3,40.2706,27.9082,1.9992,1.8852,108.0123,0.9288,53.2184
27400,27.4,40.2149,28.1002,1.9993,1.8177,104.1489,-0.7913,-45.3365
27500,27.5,40.1580,28.2918,1.9993,1.9065,109.2349,0.9268,53.1025
27600,27.6,40.0983,28.4825,1.9993,1.8377,105.2921,-0.8014,-45.9190
27700,27.7,40.0375,28.6729,1.9993,1.9261,110.3599,0.9251,53.0033
27800,27.8,39.9743,28.8626,1.9993,1.8560,106.3390,-0.8112,-46.4795
27900,27.9,39.9101,29.0518,1.9994,1.9441,111.3914,0.9236,52.9194
28000,28.0,39.8435,29.2403,1.9994,1.8726,107.2945,-0.8206,-47.0147
28100,28.1,39.7762,29.4285,1.9994,1.9606,112.3342,0.9224,52.8491
28200,28.2,39.7067,29.6159,1.9994,1.8878,108.1636,-0.8294,-47.5226
28300,28.3,39.6365,29.8031,1.9994,1.9756,113.1929,0.9214,52.7911
28400,28.4,39.5643,29.9895,1.9994,1.9016,108.9515,-0.8378,-48.0022
28500,28.5,39.4915,30.1757,1.9995,1.9892,113.9722,0.9206,52.7440
28600,28.6,39.4169,30.3611,1.9995,1.9140,109.6631,-0.8457,-48.4528
28700,28.7,39.3419,30.5464,1.9995,2.0015,114.6771,0.9199,52.7063
28800,28.8,39.2651,30.7309,1.9995,1.9252,110.3035,-0.8530,-48.8745
28900,28.9,39.1880,30.9154,1.9995,2.0126,115.3122,0.9194,52.6770
29000,29.0,39.1092,31.0991,1.9995,1.9352,110.8775,-0.8599,-49.2675
29100,29.1,39.0303,31.2828,1.9995,2.0223,115.8690,0.9177,52.5815
29200,29.2,38.9493,31.4655,1.9996,1.9503,111.7466,-0.8236,-47.1888
29300,29.3,38.8678,31.6480,1.9996,2.0353,116.6168,0.9058,51.8988
29400,29.4,38.7836,31.8294,1.9996,1.9723,113.0043,-0.7576,-43.4093
29500,29.5,38.6982,32.0101,1.9996,2.0564,117.8205,0.9004,51.5882
29600,29.6,38.6097,32.1894,1.9996,1.9993,114.5537,-0.7076,-40.5443
29700,29.7,38.5195,32.3678,1.9996,2.0824,119.3148,0.8948,51.2661
29800,29.8,38.4260,32.5445,1.9996,2.0301,116.3143,-0.6659,-38.1560
29900,29.9,38.3305,32.7201,1.9996,2.1123,121.0271,0.8898,50.9803
30000,30.0,38.2314,32.8938,1.9997,2.0632,118.2118,-0.6352,-36.3970
30100,30.1,38.1302,33.0662,1.9997,2.1446,122.8784,0.8850,50.7041
30200,30.2,38.0254,33.2365,1.9997,2.0976,120.1862,-0.6140,-35.1820
30300,30.3,37.9183,33.4053,1.9997,2.1783,124.8099,0.8804,50.4440
30400,30.4,37.8078,33.5719,1.9997,2.1326,122.1895,-0.6014,-34.4550
30500,30.5,37.6946,33.7367,1.9997,2.2167,127.0086,0.9007,51.6035
30600,30.6,37.5781,33.8992,1.9997,2.1661,124.1082,-0.6495,-37.2145
30700,30.7,37.4592,34.0599,1.9997,2.2541,129.1510,0.9226,52.8612
30800,30.8,37.3373,34.2184,1.9997,2.1967,125.8604,-0.7112,-40.7476
30900,30.9,37.2133,34.3752,1.9997,2.2872,131.0471,0.9361,53.6339
31000,31.0,37.0864,34.5297,1.9997,2.2269,127.5923,-0.7353,-42.1319
31100,31.1,36.9575,34.6825,1.9997,2.3210,132.9818,0.9543,54.6772
31200,31.2,36.8257,34.8328,1.9998,2.2565,129.2885,-0.7686,-44.0396
31300,31.3,36.6924,34.9818,1.9998,2.3501,134.6513,0.9519,54.5424
31400,31.4,36.5563,35.1283,1.9998,2.2856,130.9540,-0.7692,-44.0707
31500,31.5,36.4187,35.2733,1.9998,2.3782,136.2634,0.9472,54.2708
31600,31.6,36.2786,35.4159,1.9998,2.3139,132.5739,-0.7681,-44.0091
31700,31.7,36.1370,35.5571,1.9998,2.4059,137.8453,0.9438,54.0755
31800,31.8,35.9930,35.6958,1.9998,2.3411,134.1347,-0.7710,-44.1731
31900,31.9,35.8477,35.8331,1.9998,2.4324,139.3676,0.9403,53.8756
32000,32.0,35.7001,35.9679,1.9998,2.3671,135.6270,-0.7750,-44.4038
32100,32.1,35.5513,36.1014,1.9998,2.4579,140.8265,0.9373,53.7005
32200,32.2,35.4003,36.2325,1.9998,2.3919,137.0438,-0.7806,-44.7232
32300,32.3,35.2483,36.3624,1.9998,2.4821,142.2129,0.9344,53.5396
32400,32.4,35.0942,36.4898,1.9998,2.4152,138.3810,-0.7870,-45.0935
32500,32.5,34.9393,36.6161,1.9998,2.5050,143.5231,0.9319,53.3960
32600,32.6,34.7824,36.7401,1.9998,2.4371,139.6361,-0.7942,-45.5027
32700,32.7,34.6247,36.8630,1.9998,2.5264,144.7542,0.9297,53.2681
32800,32.8,34.4653,36.9837,1.9998,2.4576,140.8082,-0.8017,-45.9345
32900,32.9,34.3051,37.1033,1.9998,2.5465,145.9054,0.9277,53.1556
33000,33.0,34.1434,37.2209,1.9999,2.4766,141.8977,-0.8094,-46.3780
33100,33.1,33.9810,37.3375,1.9999,2.5652,146.9769,0.9260,53.0574
33200,33.2,33.8171,37.4521,1.9999,2.4942,142.9062,-0.8172,-46.8239
33300,33.3,33.6528,37.5658,1.9999,2.5826,147.9698,0.9245,52.9727
33400,33.4,33.4870,37.6776,1.9999,2.5104,143.8357,-0.8249,-47.2652
33500,33.5,33.3208,37.7887,1.9999,2.5986,148.8860,0.9233,52.9004
33600,33.6,33.1533,37.8980,1.9999,2.5253,144.6890,-0.8325,-47.6964
33700,33.7,32.9855,38.0066,1.9999,2.6132,149.7282,0.9222,52.8394
33800,33.8,32.8165,38.1134,1.9999,2.5389,145.4692,-0.8397,-48.1136
33900,33.9,32.6472,38.2198,1.9999,2.6267,150.4992,0.9213,52.7886
34000,34.0,32.4768,38.3244,1.9999,2.5513,146.1799,-0.8467,-48.5138
34100,34.1,32.3062,38.4287,1.9999,2.6390,151.2023,0.9206,52.7470
34200,34.2,32.1346,38.5313,1.9999,2.5626,146.8246,-0.8534,-48.8951
34300,34.3,31.9629,38.6336,1.9999,2.6501,151.8409,0.9200,52.7136
34400,34.4,31.7902,38.7344,1.9999,2.5727,147.4072,-0.8597,-49.2561
34500,34.5,31.6174,38.8350,1.9999,2.6602,152.4187,0.9196,52.6873
34600,34.6,31.4438,38.9341,1.9999,2.5819,147.9314,-0.8656,-49.5961
34700,34.7,31.2701,39.0331,1.9999,2.6693,152.9394,0.9192,52.6673
34800,34.8,31.0956,39.1307,1.9999,2.5901,148.4011,-0.8712,-49.9147
34900,34.9,30.9211,39.2283,1.9999,2.6774,153.4064,0.9190,52.6527
35000,35.0,30.7458,39.3246,1.9999,2.5974,148.8201,-0.8764,-50.2119
35100,35.1,30.5706,39.4209,1.9999,2.6847,153.8236,0.9188,52.6427
35200,35.2,30.3947,39.5158,1.9999,2.6054,149.2790,-0.8719,-49.9543
35300,35.3,30.2187,39.6108,1.9999,2.6917,154.2248,0.9132,52.3215
35400,35.4,30.0419,39.7041,1.9999,2.6161,149.8934,-0.8481,-48.5927
35500,35.5,29.8650,39.7973,1.9999,2.7019,154.8064,0.9100,52.1368
35600,35.6,29.6872,39.8886,1.9999,2.6289,150.6256,-0.8305,-47.5854
35700,35.7,29.5091,39.9796,1.9999,2.7141,155.5060,0.9067,51.9519
35800,35.8,29.3300,40.0686,1.9999,2.6432,151.4422,-0.8164,-46.7744
35900,35.9,29.1507,40.1570,1.9999,2.7278,156.2936,0.9038,51.7865
36000,36.0,28.9704,40.2434,1.9999,2.6584,152.3142,-0.8059,-46.1741
36100,36.1,28.7898,40.3291,1.9999,2.7426,157.1391,0.9012,51.6334
36200,36.2,28.6082,40.4128,1.9999,2.6741,153.2175,-0.7986,-45.7550
36300,36.3,28.4262,40.4957,1.9999,2.7579,158.0182,0.8987,51.4929
36400,36.4,28.2433,40.5765,1.9999,2.6901,154.1322,-0.7940,-45.4938
36500,36.5,28.0601,40.6565,1.9999,2.7735,158.9108,0.8965,51.3644
36600,36.6,27.8759,40.7344,1.9999,2.7060,155.0422,-0.7918,-45.3654
36700,36.7,27.6913,40.8112,2.0000,2.7933,160.0460,0.9188,52.6440
36800,36.8,27.5059,40.8860,2.0000,2.7190,155.7889,-0.8395,-48.1007
36900,36.9,27.3202,40.9602,2.0000,2.8085,160.9150,0.9304,53.3092
37000,37.0,27.1338,41.0323,2.0000,2.7322,156.5426,-0.8528,-48.8604
37100,37.1,26.9472,41.1041,2.0000,2.8217,161.6701,0.9306,53.3166
37200,37.2,26.7598,41.1738,2.0000,2.7453,157.2931,-0.8533,-48.8900
37300,37.3,26.5722,41.2431,2.0000,2.8344,162.3992,0.9285,53.2012
37400,37.4,26.3840,41.3104,2.0000,2.7581,158.0300,-0.8524,-48.8388
37500,37.5,26.1956,41.3773,2.0000,2.8470,163.1225,0.9273,53.1282
37600,37.6,26.0065,41.4423,2.0000,2.7706,158.7454,-0.8533,-48.8907
37700,37.7,25.8172,41.5068,2.0000,2.8593,163.8243,0.9260,53.0546
37800,37.8,25.6274,41.5695,2.0000,2.7826,159.4332,-0.8549,-48.9817
37900,37.9,25.4374,41.6318,2.0000,2.8711,164.5003,0.9249,52.9909
38000,38.0,25.2468,41.6922,2.0000,2.7941,160.0887,-0.8572,-49.1134
38100,38.1,25.0561,41.7524,2.0000,2.8823,165.1455,0.9239,52.9342
38200,38.2,24.8649,41.8107,2.0000,2.8049,160.7090,-0.8600,-49.2729
38300,38.3,24.6736,41.8688,2.0000,2.8930,165.7567,0.9230,52.8847
38400,38.4,24.4817,41.9252,2.0000,2.8151,161.2919,-0.8631,-49.4528
38500,38.5,24.2898,41.9813,2.0000,2.9030,166.3318,0.9223,52.8419
38600,38.6,24.0975,42.0358,2.0000,2.8246,161.8363,-0.8665,-49.6464
38700,38.7,23.9050,42.0901,2.0000,2.9124,166.8695,0.9216,52.8053
38800,38.8,23.7122,42.1428,2.0000,2.8334,162.3419,-0.8700,-49.8479
38900,38.9,23.5193,42.1955,2.0000,2.9211,167.3694,0.9211,52.7745
39000,39.0,23.3260,42.2465,2.0000,2.8415,162.8088,-0.8736,-50.0528
39100,39.1,23.1327,42.2976,2.0000,2.9292,167.8317,0.9206,52.7489
39200,39.2,22.9390,42.3472,2.0000,2.8490,163.2378,-0.8772,-50.2576
39300,39.3,22.7453,42.3968,2.0000,2.9366,168.2570,0.9203,52.7281
39400,39.4,22.5513,42.4450,2.0000,2.8559,163.6300,-0.8807,-50.4594
39500,39.5,22.3572,42.4933,2.0000,2.9434,168.6461,0.9200,52.7115
39600,39.6,22.1629,42.5402,2.0000,2.8621,163.9867,-0.8841,-50.6558
39700,39.7,21.9686,42.5873,2.0000,2.9496,169.0006,0.9198,52.6988
39800,39.8,21.7739,42.6331,2.0000,2.8677,164.3096,-0.8874,-50.8452
39900,39.9,21.5794,42.6791,2.0000,2.9552,169.3217,0.9196,52.6893
40000,40.0,21.3845,42.7238,2.0000,2.8728,164.6004,-0.8906,-51.0264
40100,40.1,21.1897,42.7689,2.0000,2.9603,169.6113,0.9195,52.6828
40200,40.2,20.9946,42.8126,2.0000,2.8774,164.8608,-0.8936,-51.1983
40300,40.3,20.7996,42.8568,2.0000,2.9648,169.8710,0.9194,52.6787
40400,40.4,20.6043,42.8997,2.0000,2.8814,165.0930,-0.8964,-51.3605
40500,40.5,20.4092,42.9431,2.0000,2.9689,170.1066,0.9197,52.6976
40600,40.6,20.2137,42.9854,2.0000,2.8841,165.2454,-0.9048,-51.8413
40700,40.7,20.0184,43.0282,2.0000,2.9720,170.2823,0.9220,52.8255
40800,40.8,19.8229,43.0700,2.0000,2.8851,165.3056,-0.9162,-52.4936
40900,40.9,19.6276,43.1126,2.0000,2.9732,170.3546,0.9231,52.8919
41000,41.0,19.4321,43.1543,2.0000,2.8848,165.2881,-0.9248,-52.9870
41100,41.1,19.2367,43.1969,2.0000,2.9732,170.3506,0.9244,52.9652
41200,41.2,19.0412,43.2388,2.0000,2.8834,165.2076,-0.9320,-53.3991
41300,41.3,18.8459,43.2817,2.0000,2.9720,170.2823,0.9256,53.0319
41400,41.4,18.6505,43.3239,2.0000,2.8811,165.0762,-0.9378,-53.7328
41500,41.5,18.4553,43.3672,2.0000,2.9699,170.1623,0.9267,53.0932
41600,41.6,18.2600,43.4099,2.0000,2.8781,164.9048,-0.9425,-54.0009
41700,41.7,18.0650,43.4538,2.0000,2.9671,170.0011,0.9276,53.1485
41800,41.8,17.8698,43.4971,2.0000,2.8746,164.7026,-0.9462,-54.2124
41900,41.9,17.6749,43.5417,2.0000,2.9637,169.8080,0.9285,53.1977
42000,42.0,17.4798,43.5856,2.0000,2.8723,164.5683,-0.9409,-53.9084
42100,42.1,17.2851,43.6308,2.0000,2.9590,169.5354,0.9152,52.4400
42200,42.2,17.0902,43.6755,2.0000,2.8689,164.3784,-0.9333,-53.4734
42300,42.3,16.8956,43.7213,2.0000,2.9561,169.3736,0.9180,52.5957
42400,42.4,16.7009,43.7666,2.0000,2.8654,164.1738,-0.9372,-53.6993
42500,42.5,16.5064,43.8131,2.0000,2.9526,169.1738,0.9184,52.6223
42600,42.6,16.3118,43.8591,2.0000,2.8616,163.9563,-0.9389,-53.7924
42700,42.7,16.1176,43.9063,2.0000,2.9490,168.9633,0.9191,52.6606
42800,42.8,15.9232,43.9531,2.0000,2.8577,163.7316,-0.9401,-53.8664
42900,42.9,15.7291,44.0011,2.0000,2.9451,168.7442,0.9196,52.6918
43000,43.0,15.5349,44.0486,2.0000,2.8537,163.5039,-0.9409,-53.9112
43100,43.1,15.3410,44.0973,2.0000,2.9413,168.5214,0.9201,52.7188
43200,43.2,15.1470,44.1456,2.0000,2.8497,163.2769,-0.9413,-53.9330
43300,43.3,14.9533,44.1951,2.0000,2.9374,168.2986,0.9205,52.7416
43400,43.4,14.7594,44.2441,2.0000,2.8458,163.0537,-0.9413,-53.9350
43500,43.5,14.5659,44.2944,2.0000,2.9335,168.0788,0.9208,52.7607
43600,43.6,14.3723,44.3441,2.0000,2.8420,162.8367,-0.9411,-53.9206
43700,43.7,14.1789,44.3951,2.0000,2.9298,167.8647,0.9211,52.7764
43800,43.8,13.9855,44.4456,2.0000,2.8384,162.6280,-0.9406,-53.8927
43900,43.9,13.7924,44.4973,2.0000,2.9262,167.6583,0.9213,52.7891
44000,44.0,13.5991,44.5484,2.0000,2.8349,162.4290,-0.9399,-53.8538
44100,44.1,13.4061,44.6008,2.0000,2.9227,167.4611,0.9215,52.7992
44200,44.2,13.2130,44.6526,2.0000,2.8316,162.2410,-0.9391,-53.8064
44300,44.3,13.0202,44.7056,2.0000,2.9195,167.2745,0.9217,52.8070
44400,44.4,12.8273,44.7580,2.0000,2.8286,162.0646,-0.9382,-53.7524
44500,44.5,12.6347,44.8116,2.0000,2.9164,167.0992,0.9218,52.8127
44600,44.6,12.4419,44.8646,2.0000,2.8257,161.9005,-0.9371,-53.6938
44700,44.7,12.2494,44.9187,2.0000,2.9136,166.9359,0.9218,52.8168
44800,44.8,12.0568,44.9722,2.0000,2.8231,161.7489,-0.9361,-53.6320
44900,44.9,11.8645,45.0269,2.0000,2.9109,166.7847,0.9219,52.8195
45000,45.0,11.6720,45.0809,2.0000,2.8206,161.6097,-0.9349,-53.5685
45100,45.1,11.4798,45.1360,2.0000,2.9085,166.6458,0.9219,52.8209
45200,45.2,11.2874,45.1904,2.0000,2.8184,161.4830,-0.9338,-53.5044
45300,45.3,11.0953,45.2460,2.0000,2.9063,166.5191,0.9219,52.8213
45400,45.4,10.9031,45.3008,2.0000,2.8164,161.3682,-0.9327,-53.4408
45500,45.5,10.7111,45.3568,2.0000,2.9043,166.4043,0.9219,52.8208
45600,45.6,10.5190,45.4120,2.0000,2.8146,161.2651,-0.9316,-53.3785
45700,45.7,10.3271,45.4681,2.0000,2.9043,166.4032,0.9315,53.3729
45800,45.8,10.1352,45.5242,2.0000,2.8045,160.6883,-0.9816,-56.2424
45900,45.9,9.9439,45.5823,2.0000,2.8937,165.7952,0.9286,53.2056
46000,46.0,9.7529,45.6412,2.0000,2.7857,159.6103,-1.0176,-58.3014
46100,46.1,9.5628,45.7031,2.0000,2.8721,164.5575,0.9133,52.3286
46200,46.2,9.3730,45.7660,2.0000,2.7656,158.4586,-1.0113,-57.9414
46300,46.3,9.1842,45.8320,2.0000,2.8495,163.2655,0.8993,51.5288
46400,46.4,8.9953,45.8973,2.0000,2.7635,158.3366,-0.9115,-52.2262
46500,46.5,8.8065,45.9633,2.0000,2.8518,163.3981,0.9243,52.9599
46600,46.6,8.6169,46.0268,2.0000,2.7810,159.3384,-0.8158,-46.7445
46700,46.7,8.4269,46.0890,2.0000,2.8742,164.6817,0.9502,54.4402
46800,46.8,8.2351,46.1456,2.0000,2.8336,162.3547,-0.5472,-31.3496
46900,46.9,8.0416,46.1956,2.0000,2.9491,168.9706,1.0472,60.0000
47000,47.0,7.8478,46.2446,2.0000,2.8336,162.3547,-1.0472,-60.0000
47100,47.1,7.6555,46.2995,2.0000,2.8960,165.9279,0.7521,43.0905
47200,47.2,7.4593,46.3374,2.0000,3.0115,172.5439,1.0472,60.0000
47300,47.3,7.2599,46.3524,2.0000,3.1269,179.1598,1.0472,60.0000
47400,47.4,7.0602,46.3444,2.0000,3.2424,185.7758,1.0472,60.0000
47500,47.5,6.8605,46.3352,2.0000,3.1269,179.1598,-1.0472,-60.0000
47600,47.6,6.6606,46.3330,2.0000,3.1808,182.2457,0.6795,38.9345
47700,47.7,6.4616,46.3143,2.0000,3.2963,188.8617,1.0472,60.0000
47800,47.8,6.2660,46.2727,2.0000,3.4117,195.4776,1.0472,60.0000
